declarationType,incidentType,disasterName,disasterNumber,incidentBeginDate,incidentEndDate,stateCode,stateName
Major Disaster,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4225,2015-05-06,2015-06-17,NE,Nebraska                      
Major Disaster,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4200,2014-09-09,2014-09-10,MO,Missouri                      
Major Disaster,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4176,2014-04-28,2014-05-05,AL,Alabama                       
Major Disaster,Flood,"SEVERE WINTER STORM, SNOWSTORM, FLOODING, LANDSLIDES, AND MUDSLIDES",4218,2015-03-03,2015-03-09,KY,Kentucky                      
Major Disaster,Earthquake,EARTHQUAKE,4193,2014-08-24,2014-09-07,CA,California                    
Major Disaster,Severe Storm(s),SEVERE WINTER STORM,4169,2014-02-06,2014-02-10,OR,Oregon                        
Major Disaster,Mud/Landslide,FLOODING AND MUDSLIDES,4168,2014-03-22,2014-04-28,WA,Washington                    
Major Disaster,Severe Storm(s),"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",4162,2013-11-05,2013-11-14,AK,Alaska                        
Major Disaster,Severe Storm(s),"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4155,2013-10-03,2013-10-16,SD,South Dakota                  
Major Disaster,Severe Storm(s),SEVERE WINTER STORM,4164,2013-12-05,2013-12-06,OK,Oklahoma                      
Emergency,Chemical,CHEMICAL SPILL,3366,2014-01-09,2014-01-20,WV,West Virginia                 
Emergency,Severe Ice Storm,SEVERE WINTER STORM,3369,2014-02-10,2014-02-19,SC,South Carolina                
Major Disaster,Severe Ice Storm,SEVERE WINTER STORM,4160,2013-12-05,2013-12-06,AR,Arkansas                      
Major Disaster,Fire,RIM FIRE,4158,2013-08-17,2013-10-24,CA,California                    
Emergency,Mud/Landslide,FLOODING AND MUDSLIDES,3370,2014-03-22,2014-04-28,WA,Washington                    
Major Disaster,Severe Ice Storm,SEVERE WINTER STORM,4166,2014-02-10,2014-02-14,SC,South Carolina                
Emergency,Severe Ice Storm,SEVERE WINTER STORM,3367,2014-02-04,2014-02-20,PA,Pennsylvania                  
Major Disaster,Severe Storm(s),SEVERE STORMS AND FLOODING ,4148,2013-07-23,2013-07-28,NM,New Mexico                    
Major Disaster,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",4124,2013-05-30,2013-06-03,AR,Arkansas                      
Major Disaster,Severe Storm(s),"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",4150,2013-07-22,2013-08-16,KS,Kansas                        
Major Disaster,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",4126,2013-05-19,2013-06-14,IA,Iowa                          
Major Disaster,Severe Storm(s),"SEVERE STORMS, WINTER STORMS, TORNADOES AND FLOODING",4156,2013-10-02,2013-10-06,NE,Nebraska                      
Major Disaster,Flood,SEVERE STORMS AND FLOODING,4132,2013-06-13,2013-06-13,WV,West Virginia                 
Emergency,Terrorist,EXPLOSIONS,3362,2013-04-15,2013-04-22,MA,Massachusetts                 
Major Disaster,Severe Storm(s),SEVERE WINTER STORM,4154,2013-10-04,2013-10-05,ND,North Dakota                  
Major Disaster,Severe Storm(s),"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",4130,2013-05-29,2013-06-10,MO,Missouri                      
Major Disaster,Severe Storm(s),"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4108,2013-02-08,2013-02-09,ME,Maine                         
Major Disaster,Flood,"SEVERE STORMS, FLOODING, AND MUDSLIDES",4152,2013-09-09,2013-09-22,NM,New Mexico                    
Major Disaster,Severe Storm(s),SEVERE STORMS AND FLOODING,4128,2013-05-17,2013-06-16,ND,North Dakota                  
Major Disaster,Severe Storm(s),SEVERE STORMS AND FLOODING,4138,2013-07-02,2013-07-07,FL,Florida                       
Major Disaster,Severe Storm(s),SEVERE WINTER STORM,4114,2013-04-09,2013-04-11,IA,Iowa                          
Major Disaster,Severe Storm(s),"SEVERE STORMS, FLOODING, AND MUDSLIDES",4141,2013-06-20,2013-06-28,WI,Wisconsin                     
Major Disaster,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",4116,2013-04-16,2013-05-05,IL,Illinois                      
Major Disaster,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4146,2013-07-03,2013-07-13,NC,North Carolina                
Major Disaster,Flood,SEVERE STORMS AND FLOODING,4123,2013-05-25,2013-06-01,ND,North Dakota                  
Major Disaster,Severe Ice Storm,SEVERE WINTER STORM,4165,2014-02-10,2014-02-14,GA,Georgia                       
Emergency,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",3365,2013-09-11,2013-09-30,CO,Colorado                      
Major Disaster,Flood,SEVERE STORMS AND FLOODING,4120,2013-05-22,2013-05-26,VT,Vermont                       
Emergency,Severe Ice Storm,SEVERE WINTER STORM,3368,2014-02-10,2014-02-14,GA,Georgia                       
Major Disaster,Severe Storm(s),SEVERE STORMS AND FLOODING,4143,2013-08-08,2013-08-14,AR,Arkansas                      
Major Disaster,Fire,BLACK FOREST WILDFIRE,4134,2013-06-11,2013-06-21,CO,Colorado                      
Emergency,Other,EXPLOSION,3363,2013-04-17,2013-04-20,TX,Texas                         
Major Disaster,Other,EXPLOSION,4136,2013-04-17,2013-04-20,TX,Texas                         
Major Disaster,Snow,SNOWSTORM,4112,2013-02-20,2013-02-23,KS,Kansas                        
Major Disaster,Fire,WILDFIRE,4142,2013-07-29,2013-08-01,CA,California                    
Major Disaster,Tornado,"SEVERE STORMS, TORNADOES, AND FLOODING",4117,2013-05-18,2013-06-02,OK,Oklahoma                      
Major Disaster,Severe Ice Storm,SEVERE WINTER STORMS,4163,2013-12-20,2013-12-26,VT,Vermont                       
Major Disaster,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",4139,2013-06-26,2013-07-03,NH,New Hampshire                 
Major Disaster,Severe Storm(s),SEVERE WINTER STORM AND SNOWSTORM,4115,2013-04-08,2013-04-10,SD,South Dakota                  
Major Disaster,Flood,FLOODING,4161,2013-10-27,2013-10-28,AK,Alaska                        
Major Disaster,Flood,SEVERE STORMS AND FLOODING,4140,2013-06-25,2013-07-11,VT,Vermont                       
Major Disaster,Severe Storm(s),SEVERE WINTER STORM,4113,2013-04-09,2013-04-11,MN,Minnesota                     
Major Disaster,Severe Storm(s),"SEVERE STORMS, STRAIGHT-LINE WINDS AND FLOODING",4144,2013-08-02,2013-08-14,MO,Missouri                      
Major Disaster,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",4119,2013-04-17,2013-04-30,IA,Iowa                          
Major Disaster,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4145,2013-09-11,2013-09-30,CO,Colorado                      
Major Disaster,Flood,FLOODING ,4121,2013-04-16,2013-05-14,MI,Michigan                      
Major Disaster,Severe Storm(s),SEVERE STORMS AND FLOODING,4151,2013-09-13,2013-09-16,NM,New Mexico                    
Major Disaster,Flood,FLOODING ,4127,2013-05-19,2013-06-03,MT,Montana                       
Major Disaster,Severe Storm(s),SEVERE WINTER STORM AND SNOWSTORM,4105,2013-02-08,2013-02-10,NH,New Hampshire                 
Major Disaster,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",4149,2013-06-26,2013-07-11,PA,Pennsylvania                  
Major Disaster,Severe Storm(s),"SEVERE STORMS, TORNADO, AND FLOODING",4125,2013-05-24,2013-05-31,SD,South Dakota                  
Major Disaster,Severe Ice Storm,SEVERE WINTER STORM,4167,2014-03-06,2014-03-07,NC,North Carolina                
Major Disaster,Severe Storm(s),SEVERE STORMS AND FLOODING,4147,2013-07-19,2013-07-21,NM,New Mexico                    
Major Disaster,Flood,FLOODING,4122,2013-05-17,2013-06-11,AK,Alaska                        
Major Disaster,Flood,"SEVERE STORMS, FLOODING, LANDSLIDES, MUDSLIDES",4153,2013-07-27,2013-07-27,NC,North Carolina                
Major Disaster,Flood,SEVERE STORMS AND FLOODING,4129,2013-06-26,2013-07-10,NY,New York                      
Major Disaster,Severe Storm(s),SEVERE WINTER STORM AND SNOWSTORM,4107,2013-02-08,2013-02-09,RI,Rhode Island                  
Major Disaster,Severe Storm(s),"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",4131,2013-06-20,2013-06-26,MN,Minnesota                     
Major Disaster,Severe Storm(s),SEVERE WINTER STORM AND SNOWSTORM,4109,2013-02-24,2013-02-26,OK,Oklahoma                      
Major Disaster,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING ",4137,2013-06-19,2013-06-29,SD,South Dakota                  
Emergency,Flood,FLOODING,3364,2013-04-22,2013-05-07,ND,North Dakota                  
Major Disaster,Severe Storm(s),SEVERE STORMS AND FLOODING,4159,2013-10-30,2013-10-31,TX,Texas                         
Major Disaster,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",4135,2013-06-21,2013-06-28,IA,Iowa                          
Major Disaster,Severe Storm(s),SEVERE WINTER STORM AND SNOWSTORM,4111,2013-02-08,2013-02-09,NY,New York                      
Major Disaster,Tornado,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4157,2013-11-17,2013-11-17,IL,Illinois                      
Major Disaster,Fire,ROYAL GORGE FIRE,4133,2013-06-11,2013-06-16,CO,Colorado                      
Major Disaster,Severe Storm(s),"SEVERE WINTER STORM, SNOWSTORM, AND FLOODING",4110,2013-02-08,2013-02-09,MA,Massachusetts                 
Major Disaster,Flood,FLOODING,4118,2013-04-22,2013-05-16,ND,North Dakota                  
Major Disaster,Severe Storm(s),SEVERE WINTER STORM AND SNOWSTORM,4106,2013-02-08,2013-02-11,CT,Connecticut                   
Major Disaster,Severe Storm(s),SEVERE STORMS AND FLOODING,4102,2013-01-08,2013-01-17,LA,Louisiana                     
Emergency,Hurricane,HURRICANE SANDY,3359,2012-10-26,2012-11-01,VA,Virginia                      
Major Disaster,Hurricane,HURRICANE SANDY,4095,2012-10-26,2012-11-08,NH,New Hampshire                 
Emergency,Hurricane,HURRICANE SANDY,3350,2012-10-27,2012-11-08,MA,Massachusetts                 
Major Disaster,Severe Storm(s),"SEVERE STORM, STRAIGHT-LINE WINDS, FLOODING, AND LANDSLIDES",4094,2012-09-15,2012-09-30,AK,Alaska                        
Emergency,Hurricane,HURRICANE SANDY,3351,2012-10-27,2012-11-08,NY,New York                      
Major Disaster,Hurricane,SEVERE STORMS AND FLOODING DUE TO THE REMNANTS OF HURRICANE SANDY,4098,2012-10-29,2012-10-30,OH,Ohio                          
Emergency,Hurricane,HURRICANE SANDY,3354,2012-10-26,2012-11-08,NJ,New Jersey                    
Major Disaster,Hurricane,HURRICANE SANDY,4090,2012-10-27,2012-11-08,DE,Delaware                      
Major Disaster,Hurricane,HURRICANE ISAAC,4082,2012-08-26,2012-09-05,AL,Alabama                       
Major Disaster,Hurricane,HURRICANE SANDY,4089,2012-10-26,2012-10-31,RI,Rhode Island                  
Major Disaster,Hurricane,HURRICANE SANDY,4093,2012-10-29,2012-11-08,WV,West Virginia                 
Major Disaster,Freezing,SEVERE FREEZE,4104,2012-12-15,2013-01-21,AZ,Arizona                       
Major Disaster,Hurricane,HURRICANE SANDY,4085,2012-10-27,2012-11-08,NY,New York                      
Major Disaster,Mud/Landslide,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",4103,2013-01-14,2013-01-17,NC,North Carolina                
Emergency,Hurricane,HURRICANE SANDY,3360,2012-10-26,2012-10-31,NH,New Hampshire                 
Major Disaster,Flood,SEVERE STORM AND FLOODING,4088,2012-09-11,2012-09-11,UT,Utah                          
Major Disaster,Severe Ice Storm,SEVERE WINTER STORM,4100,2012-12-25,2012-12-26,AR,Arkansas                      
Emergency,Hurricane,HURRICANE SANDY,3355,2012-10-26,2012-11-08,RI,Rhode Island                  
Major Disaster,Hurricane,HURRICANE SANDY,4099,2012-10-26,2012-11-08,PA,Pennsylvania                  
Emergency,Hurricane,HURRICANE SANDY,3356,2012-10-26,2012-11-08,PA,Pennsylvania                  
Major Disaster,Severe Storm(s),TROPICAL STORM DEBBY,4068,2012-06-23,2012-07-26,FL,Florida                       
Major Disaster,Hurricane,HURRICANE ISAAC,4081,2012-08-26,2012-09-11,MS,Mississippi                   
Fire Management,Fire,OIL CREEK FIRE ,2995,2012-07-01,2012-07-07,WY,Wyoming                       
Emergency,Severe Storm(s),SEVERE WINTER STORM,3361,2013-02-08,2013-02-11,CT,Connecticut                   
Emergency,Hurricane,HURRICANE SANDY,3357,2012-10-27,2012-11-08,DE,Delaware                      
Fire Management,Fire,GEARY FIRE ,2998,2012-08-03,2012-08-07,OK,Oklahoma                      
Fire Management,Fire,CLAY SPRINGS FIRE,2990,2012-06-27,2012-07-07,UT,Utah                          
Major Disaster,Severe Storm(s),SEVERE STORMS AND STRAIGHT-LINE WINDS,4077,2012-06-29,2012-07-02,OH,Ohio                          
Fire Management,Fire,ROSE CREST FIRE,2991,2012-06-29,2012-06-30,UT,Utah                          
Major Disaster,Hurricane,HURRICANE SANDY,4097,2012-10-27,2012-11-08,MA,Massachusetts                 
Emergency,Hurricane,HURRICANE SANDY,3353,2012-10-27,2012-11-08,CT,Connecticut                   
Major Disaster,Severe Storm(s),SEVERE STORMS ,4073,2012-06-29,2012-07-01,DC,District of Columbia          
Fire Management,Fire,WOOD HOLLOW FIRE,2986,2012-06-24,2012-06-28,UT,Utah                          
Major Disaster,Severe Storm(s),SEVERE STORMS AND STRAIGHT-LINE WINDS,4072,2012-06-29,2012-07-01,VA,Virginia                      
Fire Management,Fire,WALDO CANYON FIRE,2984,2012-06-23,2012-07-08,CO,Colorado                      
Major Disaster,Severe Storm(s),SEVERE STORMS AND STRAIGHT-LINE WINDS,4071,2012-06-29,2012-07-08,WV,West Virginia                 
Major Disaster,Severe Storm(s),"SEVERE STORM, TORNADO, AND FLOODING",4066,2012-05-29,2012-05-29,VT,Vermont                       
Major Disaster,Hurricane,HURRICANE SANDY,4086,2012-10-26,2012-11-08,NJ,New Jersey                    
Emergency,Hurricane,TROPICAL STORM ISAAC,3347,2012-08-26,2012-09-10,LA,Louisiana                     
Emergency,Severe Storm(s),SEVERE STORMS,3346,2012-06-29,2012-07-02,OH,Ohio                          
Major Disaster,Hurricane,HURRICANE ISAAC,4080,2012-08-26,2012-09-10,LA,Louisiana                     
Fire Management,Fire,SHINGLE FIRE,2994,2012-07-02,2012-07-09,UT,Utah                          
Major Disaster,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",4101,2013-02-10,2013-02-22,MS,Mississippi                   
Emergency,Hurricane,HURRICANE SANDY,3358,2012-10-29,2012-11-08,WV,West Virginia                 
Fire Management,Fire,NOBLE FIRE,2999,2012-08-03,2012-08-12,OK,Oklahoma                      
Major Disaster,Fire,HIGH PARK AND WALDO CANYON WILDFIRES,4067,2012-06-09,2012-07-11,CO,Colorado                      
Major Disaster,Flood,FLOODING,4079,2012-06-22,2012-07-12,NM,New Mexico                    
Emergency,Severe Storm(s),SEVERE STORMS,3345,2012-06-29,2012-07-10,WV,West Virginia                 
Major Disaster,Fire,FREEDOM AND NOBLE WILDFIRES,4078,2012-08-03,2012-08-14,OK,Oklahoma                      
Fire Management,Fire,ARAPAHOE FIRE ,2992,2012-06-29,2012-07-09,WY,Wyoming                       
Major Disaster,Hurricane,HURRICANE SANDY,4096,2012-10-26,2012-10-31,DC,District of Columbia          
Emergency,Hurricane,HURRICANE SANDY,3352,2012-10-28,2012-10-31,DC,District of Columbia          
Fire Management,Fire,FAIR GROUNDS FIRE COMPLEX,2997,2012-07-30,2012-08-03,OK,Oklahoma                      
Fire Management,Fire,WEBER FIRE,2985,2012-06-23,2012-07-06,CO,Colorado                      
Major Disaster,Fire,WILDFIRE,4074,2012-06-25,2012-07-10,MT,Montana                       
Fire Management,Fire,CORRAL FIRE,2987,2012-06-25,2012-06-29,MT,Montana                       
Major Disaster,Hurricane,HURRICANE SANDY,4092,2012-10-26,2012-11-08,VA,Virginia                      
Major Disaster,Hurricane,HURRICANE ISAAC,4084,2012-08-27,2012-08-29,FL,Florida                       
Major Disaster,Severe Storm(s),SEVERE STORMS AND STRAIGHT-LINE WINDS,4070,2012-06-30,2012-06-30,NJ,New Jersey                    
Fire Management,Fire,ROMERO FIRE,2982,2012-06-20,2012-07-06,NM,New Mexico                    
Major Disaster,Severe Storm(s),SEVERE STORMS AND FLOODING,4076,2012-06-19,2012-06-20,WI,Wisconsin                     
Fire Management,Fire,ASH CREEK FIRE,2989,2012-06-25,2012-07-06,MT,Montana                       
Major Disaster,Severe Storm(s),SEVERE STORMS AND STRAIGHT-LINE WINDS,4075,2012-06-29,2012-07-08,MD,Maryland                      
Fire Management,Fire,DAHL FIRE,2988,2012-06-26,2012-07-02,MT,Montana                       
Major Disaster,Hurricane,HURRICANE SANDY,4091,2012-10-26,2012-11-04,MD,Maryland                      
Major Disaster,Severe Storm(s),"SEVERE STORM, STRAIGHT-LINE WINDS, AND FLOODING",4083,2012-07-20,2012-07-20,WA,Washington                    
Major Disaster,Severe Storm(s),SEVERE STORMS AND FLOODING,4069,2012-06-14,2012-06-21,MN,Minnesota                     
Emergency,Hurricane,HURRICANE SANDY,3349,2012-10-26,2012-11-08,MD,Maryland                      
Fire Management,Fire,MYRTLE FIRE,2996,2012-07-19,2012-07-23,SD,South Dakota                  
Fire Management,Fire,DUMP FIRE,2983,2012-06-22,2012-06-24,UT,Utah                          
Major Disaster,Hurricane,HURRICANE SANDY,4087,2012-10-27,2012-11-08,CT,Connecticut                   
Emergency,Hurricane,TROPICAL STORM ISAAC,3348,2012-08-26,2012-09-11,MS,Mississippi                   
Fire Management,Fire,SQUIRREL CREEK FIRE ,2993,2012-07-01,2012-07-07,WY,Wyoming                       
Fire Management,Fire,BLANCO (CR 4901) FIRE,2981,2012-06-18,2012-06-26,NM,New Mexico                    
Fire Management,Fire,TRE FIRE,2977,2012-05-22,,NV,Nevada                        
Major Disaster,Flood,"SEVERE WINTER STORM, FLOODING, LANDSLIDES, AND MUDSLIDES",4055,2012-01-17,2012-01-21,OR,Oregon                        
Major Disaster,Severe Storm(s),SEVERE STORM AND SNOWSTORM,4051,2011-10-29,2011-10-30,MA,Massachusetts                 
Fire Management,Fire,LOWER NORTH FORK FIRE,2975,2012-03-26,2012-04-02,CO,Colorado                      
Major Disaster,Severe Storm(s),SEVERE STORM,4048,2011-10-29,2011-10-29,NJ,New Jersey                    
Major Disaster,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS AND ",4060,2012-02-29,2012-03-02,TN,Tennessee                     
Fire Management,Fire,WHITEWATER-BALDY FIRE COMPLEX,2978,2012-05-23,2012-07-31,NM,New Mexico                    
Major Disaster,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS AND FLOODING",4057,2012-02-29,2012-03-03,KY,Kentucky                      
Major Disaster,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",4052,2012-01-22,2012-01-23,AL,Alabama                       
Fire Management,Fire,CAUGHLIN FIRE,2973,2011-11-18,2011-11-21,NV,Nevada                        
Major Disaster,Hurricane,TROPICAL STORM MARIA,4040,2011-09-08,2011-09-14,PR,Puerto Rico                   
Major Disaster,Fire,WILDFIRES,4029,2011-08-30,2011-12-31,TX,Texas                         
Fire Management,Fire,CANYON FIRE,2961,2011-09-04,2011-09-11,CA,California                    
Major Disaster,Earthquake,EARTHQUAKE,4044,2011-08-23,2011-08-28,DC,District of Columbia          
Fire Management,Fire,INDIAN CREEK FIRE,2972,2011-10-03,2011-10-06,NV,Nevada                        
Emergency,Flood,REMNANTS OF TROPICAL STORM LEE,3340,2011-09-03,2011-10-15,PA,Pennsylvania                  
